system:index,area,buffer_class_0,buffer_class_1,buffer_class_2,buffer_class_3,buffer_class_4,buffer_class_5,buffer_class_6,buffer_class_7,buffer_class_8,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,id,individual,percent,.geo
0000000000000000000a,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.302261883709267,21.109744478468244],[-17.29877488018122,21.100492747069236],[-17.293789587354144,21.09571346685938],[-17.285201311235937,21.093340646892322],[-17.276613148916436,21.096592459360735],[-17.272858536180564,21.100492817786854],[-17.269376000184742,21.109744478771187],[-17.27100803829468,21.118987100227475],[-17.27661314891644,21.125828199922182],[-17.282793482494895,21.128239986998924],[-17.285201311235937,21.129157586211267],[-17.288411935859788,21.128239914370507],[-17.293789587354144,21.126789042371147],[-17.30066103306004,21.118987096633106],[-17.302261883709267,21.109744478468244]]]}"
0000000000000000000b,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.390088367602313,21.30409342599279],[-17.388228892431616,21.29608996943629],[-17.38797027963591,21.294829865263768],[-17.38388123627058,21.28556686528923],[-17.38300281690111,21.27631398068075],[-17.384090848239715,21.267056895140634],[-17.38335508661902,21.257795564441743],[-17.379645089959055,21.250208050267805],[-17.378931628273385,21.248534872773256],[-17.37147608601906,21.239284314593366],[-17.37105688288242,21.238558333538602],[-17.367039208448787,21.230024643053852],[-17.36713737581067,21.220765631283978],[-17.365844240385602,21.211516717560247],[-17.362468693314277,21.206133072863036],[-17.35820132293009,21.202258829163895],[-17.35388936368561,21.19955749098605],[-17.34530112043932,21.199634446543985],[-17.341247764480226,21.20225887022157],[-17.336712896529903,21.20655125139139],[-17.3336672927164,21.211516784383],[-17.332757651321554,21.220765658368563],[-17.334782088270817,21.23002469563466],[-17.335633818109883,21.239284276803154],[-17.332771003170063,21.248534890383315],[-17.330871439139944,21.257795572303156],[-17.331950587513905,21.267056903833673],[-17.336712896529907,21.2749867211472],[-17.337555701376175,21.27631399630695],[-17.34530112043932,21.28397974690416],[-17.347905233638247,21.285566841147627],[-17.35388936368561,21.293646714905577],[-17.35454483236841,21.294829822077464],[-17.355588262592345,21.304093412241073],[-17.358558069726584,21.3133479543398],[-17.362468693314277,21.318163042685594],[-17.37105688288242,21.32226634343176],[-17.379645089959055,21.321015630193372],[-17.387537694822484,21.313347967084486],[-17.388228892431616,21.310885162892223],[-17.390088367602313,21.30409342599279]]]}"
0000000000000000000c,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.426519172021123,21.396727142104133],[-17.426345263838957,21.38745786491506],[-17.42256398550076,21.381110169310613],[-17.41944706019802,21.3781939132338],[-17.413984634872836,21.374868609158284],[-17.405396454524595,21.37532101147832],[-17.40120038115354,21.378193904291027],[-17.396808199012252,21.383107333722606],[-17.394319993789328,21.387457865890042],[-17.394097018423796,21.39672715413142],[-17.396808199012252,21.40191552264249],[-17.400036566966907,21.405997052524018],[-17.405396454524595,21.409751371010238],[-17.413984634872836,21.410097887944406],[-17.420615293630366,21.4059970590511],[-17.42256398550076,21.403961073999163],[-17.426519172021123,21.396727142104133]]]}"
0000000000000000000d,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.34957738717021,21.359667725757845],[-17.346964325055954,21.350400780690887],[-17.34530112043932,21.34802391888833],[-17.337368411168523,21.341143916646576],[-17.336712896529907,21.340686832324625],[-17.32813362370586,21.338776851240738],[-17.31954534977994,21.340648352578288],[-17.318412759711862,21.341143887970002],[-17.310957097019887,21.34276046940417],[-17.30236886603367,21.34545468292643],[-17.294195403162437,21.350400767407933],[-17.293789587354144,21.35058355868837],[-17.285201311235937,21.35714645432913],[-17.282851389174215,21.35966776782405],[-17.27667998348189,21.368935323492057],[-17.27661314891644,21.369079696247283],[-17.271775041263403,21.37819393147675],[-17.270615608594017,21.387457856148995],[-17.272724778916363,21.396727182119783],[-17.27661314891644,21.402613437506623],[-17.279194906290567,21.405997056459153],[-17.28520131123594,21.413534617563887],[-17.28641420904094,21.415257864894127],[-17.28764497212433,21.4245289010375],[-17.2864409980302,21.43380050253246],[-17.285201311235937,21.4397074951475],[-17.284108833309862,21.443063066930737],[-17.28144675008794,21.452335845259828],[-17.280019840388636,21.461609140339775],[-17.27849038622084,21.470883047274523],[-17.27661314891644,21.473512194405735],[-17.274865174314225,21.470883105251726],[-17.268038269024583,21.466780563753723],[-17.259450065079246,21.462499956693712],[-17.250861796375634,21.46196543611271],[-17.242273553714142,21.465519013344217],[-17.23703417719654,21.47088311780497],[-17.233694265476867,21.47973860857128],[-17.23348919730237,21.480147959960078],[-17.232227229169588,21.489423039564663],[-17.232597324059544,21.498698617411826],[-17.23254384783877,21.50796041580994],[-17.225609892495005,21.517237226314123],[-17.225106076415127,21.51744433627104],[-17.216517825047145,21.5224587097761],[-17.21288810723436,21.52651463907532],[-17.209374312137633,21.535792578532813],[-17.210885937616112,21.545061445449132],[-17.216517825047145,21.552177299626006],[-17.22133366554637,21.554340571812652],[-17.225106076415127,21.555983500284132],[-17.233226053781006,21.554340548436315],[-17.233694265476867,21.554253878553954],[-17.242273553714142,21.547354648546996],[-17.245666969821514,21.54506142991416],[-17.250861796375634,21.540976097852493],[-17.25571329709757,21.545061437665304],[-17.259450065079243,21.547672668715517],[-17.26803826902458,21.553126476170643],[-17.27661314891644,21.553222825660548],[-17.285201311235937,21.548303757020758],[-17.28805068780095,21.545061429342816],[-17.292353767759312,21.535792562548416],[-17.293789587354144,21.52955420671673],[-17.295020296395595,21.526514619278167],[-17.30236886603367,21.519385537962584],[-17.304803583143865,21.51723721530543],[-17.310957097019887,21.511852196998433],[-17.31386891894545,21.507960413309544],[-17.316383852992054,21.498698661363107],[-17.315349334243457,21.48942298355507],[-17.313788633433134,21.480147911475132],[-17.315594612590345,21.470883105877107],[-17.318765030312278,21.461609121634346],[-17.31954534977994,21.458561295794116],[-17.32168569274385,21.452335816442897],[-17.324459252707285,21.44306310165448],[-17.327281919066593,21.433800492316173],[-17.328133623705856,21.431475287181357],[-17.33171873531895,21.424528892283895],[-17.336712896529907,21.417837940249424],[-17.33873285416818,21.41525790419327],[-17.344529653414007,21.40599706672269],[-17.34530112043932,21.4026904549805],[-17.347517285484095,21.39672710536872],[-17.34835561512084,21.38745783526067],[-17.34848048064094,21.37819387899512],[-17.349287596961524,21.368935308302476],[-17.34957738717021,21.359667725757845]]]}"
0000000000000000000e,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.273255388902815,21.591453216988707],[-17.272537536905446,21.582171774574093],[-17.26803826902458,21.574432846552302],[-17.26593355764731,21.572890879061255],[-17.259450065079246,21.568804807390993],[-17.250861796375634,21.57044312325941],[-17.24793221901972,21.572890873085694],[-17.242273553714142,21.57980087970187],[-17.24106069016119,21.582171755635642],[-17.2402982007182,21.591453223755263],[-17.242273553714142,21.595857960341817],[-17.24510954384235,21.60072558320193],[-17.250861796375634,21.6052559614881],[-17.259450065079246,21.606325903629312],[-17.26803826902458,21.601626831672153],[-17.268863166316148,21.600725594396856],[-17.273255388902815,21.591453216988707]]]}"
0000000000000000000f,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.372795957804147,21.674978534250965],[-17.372537270338285,21.665691876139974],[-17.37105688288242,21.663068950534488],[-17.365656929377455,21.656415465520574],[-17.362468693314277,21.65406748658173],[-17.35388936368561,21.652987552275537],[-17.347584138833135,21.656415423897084],[-17.34530112043932,21.658213741220504],[-17.340681465421007,21.665691924795425],[-17.340369311309573,21.674978534118424],[-17.34530112043932,21.683672676025083],[-17.345974430550733,21.684265854461707],[-17.35388936368561,21.688678177227654],[-17.362468693314277,21.687771624487336],[-17.367030275942547,21.684265803382754],[-17.37105688288242,21.678397304911112],[-17.372795957804147,21.674978534250965]]]}"
00000000000000000010,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.40234191137641,21.944460902155626],[-17.401182604003473,21.935157144754072],[-17.396808199012252,21.928906710652896],[-17.39188532261041,21.92585400094219],[-17.388228892431616,21.92403301191597],[-17.379645089959055,21.925414409051072],[-17.379043154466444,21.92585396936905],[-17.37105688288242,21.93440841081089],[-17.370579753673486,21.935157129830365],[-17.369349038716692,21.944460907363545],[-17.37105688288242,21.948538110761632],[-17.37377693336646,21.95376529550826],[-17.379645089959055,21.95861096137696],[-17.388228892431616,21.95982840463376],[-17.396808199012252,21.95523391683639],[-17.398168176567545,21.953765290791036],[-17.40234191137641,21.944460902155626]]]}"
00000000000000000011,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.394654412081284,22.03749752980949],[-17.392803927539113,22.028187724410508],[-17.38850086025118,22.018888280661745],[-17.388228892431613,22.0184098337857],[-17.38459471171884,22.009579770567328],[-17.379645089959055,22.002441721425047],[-17.37771873894072,22.00027182363125],[-17.37105688288242,21.994274643016418],[-17.362468693314277,21.991843972165956],[-17.35388936368561,21.993322675993277],[-17.346054726261148,22.000271832909647],[-17.34530112043932,22.001634612989225],[-17.341466273073447,22.009579769075582],[-17.34061903456804,22.018888294393108],[-17.342010289916573,22.028187737035246],[-17.34530112043932,22.037202614728123],[-17.345363552442215,22.03749744099551],[-17.34848941249769,22.04680778064348],[-17.35388936368561,22.0549391491188],[-17.35478563745996,22.05610909907665],[-17.362468693314277,22.063723601162987],[-17.368376922451482,22.065420572918836],[-17.37105688288242,22.066595447373047],[-17.378249388596632,22.065420552567637],[-17.379645089959055,22.065290019929208],[-17.388228892431616,22.059604458167687],[-17.39100687587728,22.056109065535892],[-17.394485037193196,22.04680783388626],[-17.394654412081284,22.03749752980949]]]}"
00000000000000000012,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.26916639296805,22.484919257047686],[-17.26803826902458,22.482616080778328],[-17.263686182741125,22.47558043312854],[-17.259450065079246,22.47212341102264],[-17.250861796375634,22.47081432231169],[-17.242273553714142,22.475270123581222],[-17.24196594087116,22.475580465935387],[-17.23670420605486,22.484919247236792],[-17.237087654386585,22.494258745797953],[-17.242273553714142,22.502396139000997],[-17.244008223130056,22.503598771000622],[-17.250861796375634,22.507037263829112],[-17.259450065079246,22.505495068382587],[-17.261875797093357,22.503598812647134],[-17.268038269024576,22.495509879488218],[-17.26874726925465,22.49425876402766],[-17.26916639296805,22.484919257047686]]]}"
00000000000000000013,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.099350509965813,19.97628955781473],[-17.098837671612433,19.967114187873825],[-17.096322796687815,19.962893819332297],[-17.09155151970257,19.957929729743373],[-17.087743416823855,19.955402369374454],[-17.079155241992154,19.955135400470656],[-17.07447758194953,19.95792969234067],[-17.070567015298266,19.961406040220186],[-17.067075469577457,19.967114172195636],[-17.066669760039336,19.976289573441868],[-17.070567015298266,19.983648469690127],[-17.072212414026893,19.98547507461151],[-17.079155241992154,19.989853383696516],[-17.087743416823855,19.989576799045572],[-17.093700786220413,19.985475065772402],[-17.096322796687815,19.982136634497756],[-17.099350509965813,19.97628955781473]]]}"
00000000000000000014,3228.0505211713867,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.186757757263543,19.994656394869423],[-17.182182781971687,19.98639555587647],[-17.181215089451097,19.9854751092264],[-17.173594498165045,19.981073017441293],[-17.165006245895835,19.981764636540902],[-17.15998533276932,19.985475100291545],[-17.156422533330392,19.990440046096055],[-17.15425539954693,19.99465639314168],[-17.154607707347743,20.003833330809783],[-17.156422533330392,20.006976782688284],[-17.161630711013053,20.013020409927144],[-17.165006245895835,20.015415070331862],[-17.173594498165045,20.01624986494744],[-17.17940918510823,20.01302045690344],[-17.182182781971687,20.01073557203028],[-17.186387641091265,20.00383334979093],[-17.186757757263543,19.994656394869423]]]}"
00000000000000000015,3228.0505211713867,98.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homerange,2022_Thau_central_Darvic 15_Hivernage1,95.0,"{""type"":""Polygon"",""coordinates"":[[[-17.210043198955617,20.860231628363067],[-17.20793852900359,20.855488550262073],[-17.205361119560326,20.85099497635446],[-17.19935024472945,20.84629051163216],[-17.1907620803242,20.84535546950081],[-17.182182781971687,20.850136518956443],[-17.181384590892574,20.85099500818941],[-17.176778340840404,20.860231561346318],[-17.17717071170518,20.869459178704012],[-17.182182781971687,20.876706371186206],[-17.185192634008576,20.878696917934313],[-17.190762080324202,20.881699543037826],[-17.19935024472945,20.880433246049517],[-17.201352410660295,20.878696914501557],[-17.20793852900359,20.871324880536957],[-17.209053304819445,20.86945920360293],[-17.210043198955617,20.860231628363067]]]}"
